"","X","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"35680",35680,27,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"35681",35681,27,"Private","Assoc-voc",11,"Never-married","White","Male",65,">50K"
"35682",35682,37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,">50K"
"35683",35683,44,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",50,">50K"
"35684",35684,34,"Private","Bachelors",13,"Married-civ-spouse","White","Male",55,">50K"
"35685",35685,43,"Private","HS-grad",9,"Separated","White","Female",40,"<=50K"
"35686",35686,41,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"35687",35687,34,"Self-emp-not-inc","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"35688",35688,23,"Private","Some-college",10,"Never-married","White","Male",45,"<=50K"
"35689",35689,51,"Private","HS-grad",9,"Married-civ-spouse","White","Female",20,"<=50K"
"35690",35690,24,"Private","Assoc-acdm",12,"Never-married","White","Male",40,"<=50K"
"35691",35691,38,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Female",24,">50K"
"35692",35692,24,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"35693",35693,53,"Self-emp-inc","Doctorate",16,"Married-civ-spouse","White","Male",40,">50K"
"35694",35694,33,"Private","Some-college",10,"Married-civ-spouse","White","Male",56,">50K"
"35695",35695,24,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"35696",35696,45,"Private","Masters",14,"Married-civ-spouse","Black","Male",40,">50K"
"35697",35697,31,"Private","11th",7,"Divorced","White","Male",50,"<=50K"
"35698",35698,38,"Local-gov","Some-college",10,"Widowed","Black","Female",47,"<=50K"
"35699",35699,28,"Private","Bachelors",13,"Married-civ-spouse","White","Female",50,">50K"
"35700",35700,38,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",50,">50K"
"35701",35701,25,"Private","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"35702",35702,29,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"35703",35703,29,"Private","HS-grad",9,"Never-married","White","Female",50,"<=50K"
"35704",35704,48,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"35705",35705,24,"Private","Assoc-voc",11,"Never-married","Asian-Pac-Islander","Female",40,"<=50K"
"35706",35706,31,"Private","HS-grad",9,"Never-married","White","Female",30,"<=50K"
"35707",35707,36,"Private","Some-college",10,"Divorced","White","Male",45,"<=50K"
"35708",35708,62,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"35709",35709,25,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"35710",35710,55,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"35711",35711,21,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"35712",35712,60,"Private","9th",5,"Married-civ-spouse","White","Male",45,"<=50K"
"35713",35713,41,"Private","Assoc-acdm",12,"Divorced","White","Male",40,"<=50K"
"35714",35714,43,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35715",35715,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"35716",35716,47,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"35717",35717,50,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35718",35718,41,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"35719",35719,23,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"35720",35720,30,"Private","Assoc-acdm",12,"Never-married","White","Male",40,"<=50K"
"35721",35721,35,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"35722",35722,25,"Private","Some-college",10,"Divorced","White","Female",35,"<=50K"
"35723",35723,61,"Private","Prof-school",15,"Married-civ-spouse","White","Male",20,"<=50K"
"35724",35724,35,"State-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"35725",35725,35,"Federal-gov","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"35726",35726,38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35727",35727,27,"Self-emp-not-inc","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"35728",35728,51,"Private","1st-4th",2,"Widowed","White","Female",35,"<=50K"
"35729",35729,55,"Self-emp-not-inc","Assoc-acdm",12,"Divorced","White","Female",40,"<=50K"
"35730",35730,45,"Private","Bachelors",13,"Married-civ-spouse","White","Male",55,"<=50K"
"35731",35731,33,"Private","Assoc-voc",11,"Married-civ-spouse","Black","Female",40,"<=50K"
"35732",35732,25,"State-gov","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"35733",35733,52,"Private","Doctorate",16,"Married-civ-spouse","White","Male",38,">50K"
"35734",35734,46,"Private","Some-college",10,"Divorced","White","Female",17,"<=50K"
"35735",35735,34,"Private","Some-college",10,"Married-civ-spouse","White","Female",20,"<=50K"
"35736",35736,52,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"35737",35737,47,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"35738",35738,46,"Private","Bachelors",13,"Divorced","Black","Female",40,"<=50K"
"35739",35739,36,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",60,">50K"
"35740",35740,34,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,">50K"
"35741",35741,36,"Private","HS-grad",9,"Never-married","White","Male",65,"<=50K"
"35742",35742,31,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"35743",35743,31,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"35744",35744,38,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"35745",35745,57,"Local-gov","Some-college",10,"Divorced","White","Female",35,"<=50K"
"35746",35746,24,"Private","Assoc-acdm",12,"Never-married","White","Male",20,"<=50K"
"35747",35747,37,"Private","HS-grad",9,"Divorced","White","Male",45,"<=50K"
"35748",35748,69,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",72,">50K"
"35749",35749,39,"Private","Masters",14,"Married-civ-spouse","White","Male",40,">50K"
"35750",35750,38,"Private","Assoc-voc",11,"Divorced","White","Male",40,"<=50K"
"35751",35751,34,"State-gov","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"35752",35752,21,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"35753",35753,21,"Private","Some-college",10,"Never-married","White","Female",20,"<=50K"
"35754",35754,61,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35755",35755,35,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"35756",35756,29,"Private","Some-college",10,"Never-married","Black","Male",55,"<=50K"
"35757",35757,41,"Local-gov","HS-grad",9,"Divorced","White","Male",45,"<=50K"
"35758",35758,42,"Private","12th",8,"Married-civ-spouse","Black","Male",60,">50K"
"35759",35759,52,"Private","Masters",14,"Divorced","White","Female",40,">50K"
"35760",35760,38,"Private","12th",8,"Never-married","White","Female",17,"<=50K"
"35761",35761,51,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"35762",35762,55,"Private","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"35763",35763,20,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"35764",35764,23,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"35765",35765,24,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,"<=50K"
"35766",35766,48,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"35767",35767,22,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"35768",35768,22,"State-gov","Some-college",10,"Never-married","White","Female",15,"<=50K"
"35769",35769,28,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"35770",35770,28,"Private","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
"35771",35771,34,"Private","Bachelors",13,"Married-civ-spouse","White","Male",55,">50K"
"35772",35772,25,"Private","HS-grad",9,"Never-married","Black","Male",40,"<=50K"
"35773",35773,48,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"35774",35774,32,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",43,"<=50K"
"35775",35775,31,"Private","9th",5,"Never-married","Amer-Indian-Eskimo","Male",35,"<=50K"
"35776",35776,56,"Local-gov","Some-college",10,"Divorced","White","Female",35,"<=50K"
"35777",35777,22,"Self-emp-not-inc","Assoc-voc",11,"Never-married","Amer-Indian-Eskimo","Male",75,"<=50K"
"35778",35778,27,"Private","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"35779",35779,27,"Federal-gov","HS-grad",9,"Never-married","Black","Female",40,"<=50K"
"35780",35780,30,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",45,"<=50K"
"35781",35781,33,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"35782",35782,50,"Private","Bachelors",13,"Married-civ-spouse","White","Male",43,">50K"
"35783",35783,19,"Private","Some-college",10,"Never-married","White","Female",22,"<=50K"
"35784",35784,42,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35785",35785,37,"Federal-gov","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"35786",35786,26,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"35787",35787,43,"Private","Some-college",10,"Separated","White","Female",40,"<=50K"
"35788",35788,47,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"35789",35789,26,"Private","Bachelors",13,"Married-civ-spouse","White","Female",40,">50K"
"35790",35790,24,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"35791",35791,34,"Private","11th",7,"Divorced","White","Female",70,"<=50K"
"35792",35792,33,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"35793",35793,35,"Private","Masters",14,"Never-married","Asian-Pac-Islander","Female",40,">50K"
"35794",35794,57,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"35795",35795,45,"Private","HS-grad",9,"Married-civ-spouse","White","Male",7,"<=50K"
"35796",35796,42,"Private","Some-college",10,"Separated","Black","Female",40,"<=50K"
"35797",35797,25,"Private","Bachelors",13,"Never-married","White","Male",35,"<=50K"
"35798",35798,56,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"35799",35799,25,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"35800",35800,23,"Private","Bachelors",13,"Never-married","White","Male",50,"<=50K"
"35801",35801,35,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",50,"<=50K"
"35802",35802,28,"Private","9th",5,"Never-married","White","Male",52,"<=50K"
"35803",35803,41,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",60,">50K"
"35804",35804,26,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"35805",35805,37,"Private","HS-grad",9,"Divorced","Black","Female",30,"<=50K"
"35806",35806,22,"Private","HS-grad",9,"Never-married","Other","Male",20,"<=50K"
"35807",35807,30,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"35808",35808,42,"Private","Bachelors",13,"Separated","White","Male",40,"<=50K"
"35809",35809,38,"Private","Assoc-voc",11,"Divorced","White","Female",30,"<=50K"
"35810",35810,49,"Private","Preschool",1,"Married-civ-spouse","White","Male",40,"<=50K"
"35811",35811,27,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"35812",35812,43,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Female",40,">50K"
"35813",35813,41,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35814",35814,25,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"35815",35815,23,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"35816",35816,68,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"35817",35817,17,"Private","10th",6,"Never-married","White","Male",25,"<=50K"
"35818",35818,45,"Self-emp-not-inc","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"35819",35819,45,"Private","Assoc-voc",11,"Divorced","White","Male",40,">50K"
"35820",35820,30,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"35821",35821,49,"State-gov","Some-college",10,"Divorced","White","Female",20,"<=50K"
"35822",35822,42,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,">50K"
"35823",35823,29,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"35824",35824,21,"Local-gov","Some-college",10,"Never-married","White","Female",40,"<=50K"
"35825",35825,20,"Private","Some-college",10,"Never-married","White","Female",19,"<=50K"
"35826",35826,59,"Private","11th",7,"Divorced","Black","Female",35,"<=50K"
"35827",35827,26,"Private","10th",6,"Married-civ-spouse","White","Male",55,"<=50K"
"35828",35828,25,"Private","Masters",14,"Never-married","White","Female",37,"<=50K"
"35829",35829,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"35830",35830,35,"Private","HS-grad",9,"Divorced","White","Female",40,"<=50K"
"35831",35831,45,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"35832",35832,66,"Private","Some-college",10,"Married-civ-spouse","White","Male",28,"<=50K"
"35833",35833,33,"Private","Assoc-acdm",12,"Never-married","Other","Male",36,"<=50K"
"35834",35834,38,"Private","HS-grad",9,"Married-civ-spouse","Other","Male",40,"<=50K"
"35835",35835,72,"Private","HS-grad",9,"Married-civ-spouse","White","Male",12,"<=50K"
"35836",35836,21,"Private","Some-college",10,"Never-married","White","Female",12,"<=50K"
"35837",35837,39,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"35838",35838,41,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"35839",35839,22,"Private","Some-college",10,"Never-married","White","Male",12,"<=50K"
"35840",35840,49,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Male",50,">50K"
"35841",35841,24,"Private","Bachelors",13,"Never-married","White","Male",32,"<=50K"
"35842",35842,25,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"35843",35843,26,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"35844",35844,50,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"35845",35845,23,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"35846",35846,41,"Private","10th",6,"Divorced","White","Male",48,"<=50K"
"35847",35847,60,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"35848",35848,77,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",14,"<=50K"
"35849",35849,62,"Private","Some-college",10,"Divorced","White","Female",60,"<=50K"
"35850",35850,22,"Private","Some-college",10,"Never-married","White","Male",35,"<=50K"
"35851",35851,37,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"35852",35852,17,"Private","11th",7,"Never-married","White","Male",10,"<=50K"
"35853",35853,52,"Federal-gov","Masters",14,"Never-married","White","Female",40,">50K"
"35854",35854,31,"Private","HS-grad",9,"Never-married","White","Male",35,"<=50K"
"35855",35855,23,"Federal-gov","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"35856",35856,27,"Self-emp-inc","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"35857",35857,38,"Self-emp-inc","Some-college",10,"Married-civ-spouse","White","Female",45,"<=50K"
"35858",35858,23,"Private","10th",6,"Never-married","White","Female",40,"<=50K"
"35859",35859,22,"State-gov","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"35860",35860,61,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35861",35861,55,"Private","5th-6th",3,"Married-civ-spouse","White","Male",40,"<=50K"
"35862",35862,23,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"35863",35863,39,"Private","5th-6th",3,"Married-spouse-absent","Asian-Pac-Islander","Female",40,"<=50K"
"35864",35864,38,"Local-gov","Doctorate",16,"Married-civ-spouse","White","Male",50,">50K"
"35865",35865,25,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"35866",35866,25,"Private","Bachelors",13,"Never-married","Asian-Pac-Islander","Male",44,"<=50K"
"35867",35867,66,"Private","Some-college",10,"Married-civ-spouse","White","Male",24,"<=50K"
"35868",35868,30,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,"<=50K"
"35869",35869,32,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"35870",35870,43,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"35871",35871,18,"Private","7th-8th",4,"Never-married","White","Male",30,"<=50K"
"35872",35872,20,"Private","11th",7,"Never-married","White","Male",60,"<=50K"
"35873",35873,20,"Private","HS-grad",9,"Never-married","Black","Male",45,"<=50K"
"35874",35874,34,"Private","Masters",14,"Divorced","Black","Female",40,"<=50K"
"35875",35875,33,"Private","Assoc-acdm",12,"Married-spouse-absent","White","Male",40,"<=50K"
"35876",35876,40,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"35877",35877,33,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"35878",35878,30,"Private","HS-grad",9,"Never-married","White","Male",42,"<=50K"
"35879",35879,41,"Local-gov","Preschool",1,"Never-married","White","Female",30,"<=50K"
"35880",35880,20,"Private","Some-college",10,"Never-married","White","Female",12,"<=50K"
"35881",35881,40,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"35882",35882,44,"Self-emp-not-inc","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"35883",35883,50,"Private","5th-6th",3,"Married-civ-spouse","Asian-Pac-Islander","Female",35,"<=50K"
"35884",35884,30,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",25,"<=50K"
"35885",35885,45,"Private","Some-college",10,"Divorced","White","Male",40,"<=50K"
"35886",35886,25,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"35887",35887,25,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"35888",35888,55,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"35889",35889,26,"Private","Some-college",10,"Never-married","White","Female",30,"<=50K"
"35890",35890,22,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"35891",35891,41,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"35892",35892,21,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"35893",35893,39,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35894",35894,18,"Private","11th",7,"Never-married","White","Male",15,"<=50K"
"35895",35895,60,"Private","11th",7,"Divorced","White","Male",40,"<=50K"
"35896",35896,22,"Private","Some-college",10,"Never-married","White","Male",20,"<=50K"
"35897",35897,39,"Local-gov","Some-college",10,"Never-married","Black","Female",40,">50K"
"35898",35898,34,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35899",35899,50,"Local-gov","Masters",14,"Divorced","Black","Female",30,"<=50K"
"35900",35900,53,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"35901",35901,27,"Private","HS-grad",9,"Never-married","Black","Male",60,"<=50K"
"35902",35902,37,"Private","Some-college",10,"Married-civ-spouse","Black","Male",50,"<=50K"
"35903",35903,25,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,"<=50K"
"35904",35904,33,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"35905",35905,34,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",55,"<=50K"
"35906",35906,35,"Private","Assoc-voc",11,"Never-married","White","Female",65,"<=50K"
"35907",35907,51,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,">50K"
"35908",35908,33,"Private","10th",6,"Married-civ-spouse","White","Male",40,"<=50K"
"35909",35909,57,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"35910",35910,56,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"35911",35911,34,"Private","Bachelors",13,"Divorced","White","Male",85,">50K"
"35912",35912,36,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"35913",35913,46,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"35914",35914,55,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,">50K"
"35915",35915,88,"Self-emp-not-inc","Prof-school",15,"Married-civ-spouse","White","Male",40,"<=50K"
"35916",35916,60,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",35,"<=50K"
"35917",35917,40,"Self-emp-not-inc","Masters",14,"Separated","White","Female",20,"<=50K"
"35918",35918,21,"Private","Some-college",10,"Never-married","White","Female",55,"<=50K"
"35919",35919,46,"Private","HS-grad",9,"Married-civ-spouse","Black","Female",36,"<=50K"
"35920",35920,56,"Private","Doctorate",16,"Married-civ-spouse","White","Male",50,"<=50K"
"35921",35921,36,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Male",60,"<=50K"
"35922",35922,67,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"35923",35923,35,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"35924",35924,20,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"35925",35925,34,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35926",35926,23,"Private","HS-grad",9,"Never-married","Asian-Pac-Islander","Male",40,"<=50K"
"35927",35927,19,"Private","Some-college",10,"Never-married","White","Female",15,"<=50K"
"35928",35928,25,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"35929",35929,53,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35930",35930,31,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",91,"<=50K"
"35931",35931,33,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"35932",35932,33,"Federal-gov","Some-college",10,"Divorced","Black","Male",40,"<=50K"
"35933",35933,45,"Self-emp-inc","Prof-school",15,"Divorced","White","Male",36,">50K"
"35934",35934,35,"Private","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"35935",35935,36,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"35936",35936,36,"Private","HS-grad",9,"Married-civ-spouse","White","Male",85,"<=50K"
"35937",35937,51,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"35938",35938,45,"State-gov","Prof-school",15,"Divorced","Black","Male",36,">50K"
"35939",35939,24,"Private","5th-6th",3,"Never-married","White","Male",40,"<=50K"
"35940",35940,28,"Private","Assoc-voc",11,"Never-married","White","Female",36,"<=50K"
"35941",35941,63,"Private","11th",7,"Married-civ-spouse","White","Male",22,"<=50K"
"35942",35942,35,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",60,">50K"
"35943",35943,25,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Female",40,"<=50K"
"35944",35944,36,"Private","Assoc-voc",11,"Married-civ-spouse","White","Female",55,">50K"
"35945",35945,44,"Private","HS-grad",9,"Never-married","White","Male",30,"<=50K"
"35946",35946,49,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Female",28,"<=50K"
"35947",35947,52,"Private","1st-4th",2,"Married-civ-spouse","White","Male",40,"<=50K"
"35948",35948,27,"Private","Bachelors",13,"Never-married","Black","Male",40,"<=50K"
"35949",35949,35,"Private","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"35950",35950,51,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"35951",35951,49,"Private","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"35952",35952,35,"Local-gov","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"35953",35953,28,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"35954",35954,37,"Private","Some-college",10,"Divorced","White","Male",50,"<=50K"
"35955",35955,65,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"35956",35956,24,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"35957",35957,30,"Federal-gov","Assoc-acdm",12,"Never-married","White","Female",40,"<=50K"
"35958",35958,38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",65,"<=50K"
"35959",35959,58,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"35960",35960,57,"Private","Masters",14,"Married-civ-spouse","Black","Male",40,">50K"
"35961",35961,40,"Private","Bachelors",13,"Married-civ-spouse","White","Female",45,">50K"
"35962",35962,42,"Private","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"35963",35963,31,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"35964",35964,17,"Private","12th",8,"Never-married","White","Male",20,"<=50K"
"35965",35965,42,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"35966",35966,25,"Private","Masters",14,"Never-married","White","Female",40,"<=50K"
"35967",35967,40,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"35968",35968,29,"Private","Masters",14,"Never-married","White","Female",45,"<=50K"
"35969",35969,31,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"35970",35970,71,"Local-gov","Masters",14,"Widowed","White","Male",20,"<=50K"
"35971",35971,34,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"35972",35972,25,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"35973",35973,40,"Private","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"35974",35974,67,"Private","Some-college",10,"Widowed","White","Female",25,"<=50K"
"35975",35975,40,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"35976",35976,18,"Private","HS-grad",9,"Never-married","Black","Female",18,"<=50K"
"35977",35977,38,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"35978",35978,38,"Private","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"35979",35979,42,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"35980",35980,36,"State-gov","HS-grad",9,"Separated","White","Female",32,"<=50K"
"35981",35981,23,"Self-emp-not-inc","1st-4th",2,"Married-civ-spouse","White","Male",40,"<=50K"
"35982",35982,56,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"35983",35983,36,"Private","Some-college",10,"Married-civ-spouse","White","Male",52,">50K"
"35984",35984,22,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"35985",35985,39,"Private","12th",8,"Divorced","White","Female",40,"<=50K"
"35986",35986,36,"State-gov","Prof-school",15,"Divorced","Asian-Pac-Islander","Female",40,"<=50K"
"35987",35987,44,"Private","Some-college",10,"Married-civ-spouse","White","Male",56,">50K"
"35988",35988,38,"Private","11th",7,"Divorced","Black","Female",52,"<=50K"
"35989",35989,37,"Private","10th",6,"Married-civ-spouse","White","Male",55,"<=50K"
"35990",35990,57,"Local-gov","HS-grad",9,"Divorced","White","Female",16,"<=50K"
"35991",35991,54,"Private","12th",8,"Married-civ-spouse","White","Male",40,"<=50K"
"35992",35992,18,"Self-emp-not-inc","Some-college",10,"Never-married","White","Male",30,"<=50K"
"35993",35993,63,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"35994",35994,38,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Female",20,"<=50K"
"35995",35995,26,"Private","11th",7,"Married-civ-spouse","White","Male",25,"<=50K"
